order_id,customer_id,product_id,order_date,quantity,discount
O01242,C0485,P0074,2025-09-17,4,0.15
O01243,C0081,P0084,2025-03-16,4,0.05
O01244,C0273,P0098,2026-03-19,1,0.15
O01245,C0443,P0029,2025-08-14,4,0.1
O01246,C0204,P0083,2026-04-30,2,0.2
O01247,C0318,P0006,2025-08-15,3,0.05
O01248,C0102,P0031,2025-08-11,1,0.05
O01249,C0129,P0006,2025-09-15,1,0.15
O01250,C0271,P0011,2026-05-04,4,0.0
O01251,C0310,P0059,2025-04-28,2,0.15
O01252,C0117,P0030,2025-08-28,3,0.1
O01253,C0029,P0034,2025-05-21,3,0.2
O01254,C0098,P0018,2025-11-10,4,0.2
O01255,C0455,P0002,2025-05-08,2,0.1
O01256,C0085,P0073,2025-05-24,4,0.15
O01257,C0129,P0076,2025-06-08,2,0.0
O01258,C0009,P0005,2026-05-27,2,0.0
O01259,C0041,P0060,2025-04-06,1,0.1
O01260,C0283,P0050,2025-06-19,2,0.0
O01261,C0399,P0004,2025-04-01,4,0.0
O01262,C0181,P0017,2026-04-06,4,0.0
O01263,C0103,P0007,2025-01-06,4,0.0
O01264,C0384,P0094,2025-02-06,3,0.0
O01265,C0361,P0004,2026-05-28,2,0.1
O01266,C0449,P0098,2026-03-05,3,0.0
O01267,C0104,P0038,2026-03-01,2,0.15
O01268,C0268,P0021,2025-04-01,3,0.0
O01269,C0328,P0086,2025-04-17,1,0.1
O01270,C0059,P0053,2025-12-26,4,0.0
O01271,C0202,P0021,2026-02-11,2,0.2
O01272,C0102,P0031,2025-08-27,4,0.2
O01273,C0184,P0009,2025-04-06,4,0.15
O01274,C0091,P0018,2026-05-11,4,0.2
O01275,C0116,P0014,2025-01-22,2,0.0
O01276,C0096,P0044,2026-04-30,1,0.0
O01277,C0363,P0014,2025-05-11,3,0.2
O01278,C0251,P0096,2026-05-25,1,0.15
O01279,C0335,P0005,2026-04-10,3,0.15
O01280,C0414,P0057,2025-08-24,3,0.2
O01281,C0002,P0093,2026-03-22,1,0.15
O01282,C0261,P0082,2025-01-30,3,0.15
O01283,C0011,P0088,2025-01-26,1,0.1
O01284,C0157,P0020,2025-02-07,3,0.2
O01285,C0451,P0090,2025-01-30,3,0.1
O01286,C0288,P0093,2025-09-03,2,0.1
O01287,C0251,P0052,2025-07-03,1,0.05
O01288,C0354,P0048,2025-12-04,3,0.15
O01289,C0277,P0070,2026-02-15,3,0.2
O01290,C0041,P0053,2025-09-30,2,0.2
O01291,C0035,P0023,2026-04-13,1,0.2
O01292,C0116,P0088,2026-02-06,3,0.2
O01293,C0178,P0049,2025-07-03,4,0.2
O01294,C0395,P0004,2025-05-28,1,0.1
O01295,C0321,P0016,2026-04-15,4,0.2
O01296,C0016,P0041,2026-02-11,3,0.2
O01297,C0394,P0093,2025-01-11,2,0.05
O01298,C0443,P0045,2025-08-27,2,0.2
O01299,C0298,P0006,2026-05-21,4,0.2
O01300,C0144,P0014,2025-09-02,1,0.1
O01301,C0146,P0059,2025-12-25,1,0.1
O01302,C0492,P0091,2026-06-29,3,0.05
O01303,C0424,P0079,2026-04-29,4,0.2
O01304,C0459,P0087,2025-09-10,1,0.2
O01305,C0496,P0065,2025-11-28,2,0.1
O01306,C0054,P0024,2026-06-28,4,0.1
O01307,C0089,P0012,2026-02-24,3,0.0
O01308,C0194,P0027,2026-01-02,1,0.2
O01309,C0278,P0016,2026-03-04,2,0.0
O01310,C0008,P0061,2025-12-26,1,0.05
O01311,C0282,P0043,2025-07-24,3,0.0
O01312,C0445,P0017,2025-12-09,2,0.15
O01313,C0084,P0082,2025-09-16,3,0.1
O01314,C0336,P0001,2026-04-21,3,0.15
O01315,C0014,P0081,2025-11-26,2,0.15
O01316,C0468,P0080,2025-05-03,2,0.05
O01317,C0228,P0095,2025-04-04,1,0.05
O01318,C0131,P0060,2025-11-12,3,0.15
O01319,C0459,P0039,2025-07-18,2,0.0
O01320,C0163,P0005,2025-10-02,4,0.0
O01321,C0320,P0079,2026-05-24,2,0.05
O01322,C0342,P0023,2025-06-13,4,0.0
O01323,C0190,P0048,2025-07-10,4,0.2
O01324,C0464,P0064,2026-05-24,3,0.0
O01325,C0117,P0025,2026-06-10,1,0.2
O01326,C0422,P0041,2025-07-21,3,0.0
O01327,C0450,P0095,2025-12-11,2,0.2
O01328,C0476,P0072,2026-01-15,2,0.2
O01329,C0301,P0093,2025-09-30,1,0.1
O01330,C0117,P0097,2025-12-06,3,0.1
O01331,C0358,P0061,2025-02-18,2,0.2
O01332,C0194,P0074,2026-03-24,2,0.2
O01333,C0251,P0099,2025-02-03,1,0.0
O01334,C0172,P0025,2025-10-15,4,0.1
O01335,C0268,P0084,2025-01-13,4,0.1
O01336,C0317,P0041,2025-01-27,2,0.05
O01337,C0495,P0069,2026-01-02,4,0.0
O01338,C0483,P0017,2026-01-03,3,0.15
O01339,C0210,P0017,2026-02-04,2,0.15
O01340,C0387,P0063,2026-02-06,3,0.2
O01341,C0485,P0052,2025-05-12,2,0.15
O01342,C0264,P0081,2026-05-28,3,0.0
O01343,C0397,P0008,2025-11-05,2,0.1
O01344,C0162,P0082,2026-05-18,4,0.0
O01345,C0060,P0026,2025-02-21,1,0.1
O01346,C0226,P0032,2025-05-07,2,0.05
O01347,C0477,P0061,2025-04-28,3,0.05
O01348,C0238,P0064,2025-08-16,4,0.05
O01349,C0083,P0048,2026-01-28,3,0.2
O01350,C0287,P0021,2026-02-16,3,0.15
O01351,C0008,P0082,2025-12-27,4,0.15
O01352,C0042,P0086,2025-01-28,1,0.2
O01353,C0400,P0016,2026-04-15,4,0.15
O01354,C0253,P0085,2025-03-20,1,0.0
O01355,C0440,P0008,2026-06-15,1,0.1
O01356,C0432,P0003,2025-07-23,1,0.0
O01357,C0112,P0001,2025-07-25,1,0.05
O01358,C0109,P0061,2026-03-27,2,0.05
O01359,C0436,P0001,2026-06-29,4,0.05
O01360,C0454,P0026,2026-01-18,4,0.15
O01361,C0301,P0061,2025-05-30,1,0.05
O01362,C0451,P0005,2025-03-07,1,0.0
O01363,C0367,P0002,2026-03-15,2,0.1
O01364,C0179,P0081,2025-01-19,2,0.1
O01365,C0192,P0007,2025-02-03,3,0.2
O01366,C0098,P0062,2026-03-29,3,0.1
O01367,C0094,P0003,2026-05-27,4,0.15
O01368,C0204,P0024,2026-05-20,4,0.0
O01369,C0207,P0043,2026-03-11,2,0.05
O01370,C0231,P0014,2025-04-21,1,0.05
O01371,C0446,P0091,2025-06-12,1,0.05
O01372,C0451,P0023,2025-09-07,4,0.0
O01373,C0349,P0031,2026-05-11,3,0.15
O01374,C0352,P0010,2025-12-23,1,0.2
O01375,C0416,P0033,2026-03-06,4,0.1
O01376,C0418,P0066,2025-06-26,4,0.1
O01377,C0128,P0042,2026-06-10,2,0.15
O01378,C0346,P0074,2026-02-28,1,0.1
O01379,C0113,P0084,2026-02-26,3,0.2
O01380,C0315,P0008,2025-05-02,2,0.1
O01381,C0195,P0096,2025-10-05,2,0.0
O01382,C0181,P0027,2026-04-01,1,0.05
O01383,C0285,P0004,2025-09-23,4,0.0
O01384,C0081,P0076,2025-07-18,2,0.0
O01385,C0356,P0082,2025-01-07,2,0.2
O01386,C0085,P0062,2025-08-07,2,0.0
O01387,C0278,P0086,2026-03-20,1,0.2
O01388,C0271,P0073,2026-05-09,3,0.05
O01389,C0465,P0048,2025-04-04,2,0.15
O01390,C0061,P0077,2026-02-24,3,0.1
O01391,C0398,P0058,2025-08-27,3,0.05
O01392,C0318,P0068,2025-03-05,3,0.2
O01393,C0009,P0076,2025-11-03,4,0.1
O01394,C0284,P0002,2025-03-12,1,0.0
O01395,C0191,P0075,2026-01-06,1,0.15
O01396,C0147,P0069,2025-04-30,2,0.15
O01397,C0204,P0071,2026-02-27,1,0.1
O01398,C0195,P0013,2025-10-27,4,0.0
O01399,C0232,P0035,2025-07-20,2,0.1
O01400,C0188,P0074,2025-11-12,1,0.15
O01401,C0294,P0038,2026-04-17,4,0.05
O01402,C0159,P0071,2025-12-03,4,0.0
O01403,C0145,P0066,2025-04-19,3,0.0
O01404,C0459,P0061,2026-02-23,1,0.15
O01405,C0200,P0011,2026-03-28,2,0.2
O01406,C0256,P0007,2025-11-12,1,0.0
O01407,C0110,P0011,2025-07-28,1,0.15
O01408,C0300,P0030,2026-05-30,1,0.05
O01409,C0456,P0041,2025-10-11,3,0.1
O01410,C0136,P0065,2025-10-03,2,0.0
O01411,C0011,P0077,2026-04-03,3,0.0
O01412,C0389,P0065,2025-04-30,1,0.05
O01413,C0292,P0098,2025-11-21,2,0.15
O01414,C0039,P0072,2026-04-19,2,0.05
O01415,C0290,P0002,2026-03-15,4,0.0
O01416,C0181,P0063,2025-01-21,4,0.15
O01417,C0037,P0099,2026-04-07,1,0.05
O01418,C0235,P0027,2026-02-23,1,0.15
O01419,C0217,P0061,2025-11-07,3,0.15
O01420,C0205,P0095,2025-05-03,4,0.15
O01421,C0096,P0002,2025-12-17,4,0.1
O01422,C0017,P0060,2026-04-20,4,0.2
O01423,C0304,P0091,2025-12-20,2,0.05
O01424,C0104,P0010,2025-11-12,4,0.15
O01425,C0148,P0041,2026-01-21,1,0.2
O01426,C0432,P0081,2026-02-13,2,0.0
O01427,C0445,P0046,2025-02-28,4,0.2
O01428,C0216,P0086,2025-07-07,1,0.2
O01429,C0312,P0060,2025-05-30,2,0.15
O01430,C0162,P0030,2025-04-02,1,0.2
O01431,C0134,P0021,2025-03-05,1,0.05
O01432,C0189,P0047,2026-03-16,2,0.05
O01433,C0210,P0082,2025-11-16,4,0.15
O01434,C0072,P0070,2025-04-29,2,0.15
O01435,C0256,P0067,2025-10-15,4,0.1
O01436,C0384,P0061,2025-05-28,2,0.15
O01437,C0400,P0039,2025-12-27,3,0.2
O01438,C0194,P0095,2026-01-22,3,0.05
O01439,C0373,P0077,2025-07-24,3,0.0
O01440,C0098,P0033,2025-11-14,1,0.2
O01441,C0070,P0015,2026-05-18,1,0.0
O01442,C0135,P0045,2026-02-07,4,0.1
O01443,C0278,P0093,2025-12-20,4,0.2
O01444,C0301,P0072,2025-12-21,3,0.2
O01445,C0054,P0010,2026-02-20,2,0.1
O01446,C0290,P0001,2025-04-05,4,0.1
O01447,C0305,P0066,2026-03-01,4,0.15
O01448,C0403,P0042,2025-11-26,2,0.0
O01449,C0239,P0081,2026-04-13,3,0.1
O01450,C0026,P0083,2025-06-24,1,0.05
O01451,C0096,P0053,2025-08-02,1,0.2
O01452,C0047,P0019,2026-05-07,1,0.0
O01453,C0133,P0058,2025-11-17,1,0.2
O01454,C0467,P0099,2026-01-26,4,0.1
O01455,C0014,P0002,2025-07-29,1,0.1
O01456,C0376,P0054,2026-02-22,1,0.1
O01457,C0432,P0059,2025-07-14,4,0.1
O01458,C0058,P0052,2025-05-20,3,0.05
O01459,C0226,P0042,2025-08-10,2,0.2
O01460,C0496,P0066,2025-02-08,2,0.05
O01461,C0195,P0081,2025-02-24,3,0.15
O01462,C0178,P0084,2025-12-26,1,0.15
O01463,C0419,P0063,2025-08-06,1,0.2
O01464,C0344,P0016,2025-04-02,2,0.1
O01465,C0196,P0020,2025-11-12,2,0.05
O01466,C0086,P0030,2025-01-12,3,0.15
O01467,C0424,P0070,2025-02-23,2,0.0
O01468,C0293,P0058,2026-02-18,1,0.15
O01469,C0192,P0048,2025-07-02,1,0.15
O01470,C0500,P0026,2025-10-01,3,0.2
O01471,C0487,P0012,2025-04-16,2,0.05
O01472,C0239,P0082,2025-08-26,2,0.1
O01473,C0339,P0079,2025-08-07,2,0.1
O01474,C0197,P0009,2025-04-22,4,0.05
O01475,C0294,P0012,2025-01-02,1,0.1
O01476,C0189,P0048,2025-07-05,3,0.0
O01477,C0084,P0083,2025-07-03,4,0.15
O01478,C0305,P0079,2025-05-07,3,0.2
O01479,C0072,P0062,2025-12-16,2,0.15
O01480,C0005,P0096,2025-07-11,2,0.0
O01481,C0378,P0030,2025-06-21,2,0.2
O01482,C0345,P0096,2025-07-09,2,0.15
O01483,C0342,P0088,2026-05-17,4,0.1
O01484,C0384,P0096,2026-03-12,3,0.2
O01485,C0029,P0098,2025-09-04,1,0.0
O01486,C0378,P0010,2026-02-16,1,0.0
O01487,C0427,P0021,2025-05-27,2,0.15
O01488,C0348,P0075,2025-05-08,3,0.05
O01489,C0273,P0054,2025-01-24,4,0.05
O01490,C0003,P0009,2025-12-26,1,0.15
O01491,C0059,P0012,2025-07-27,2,0.05
O01492,C0308,P0021,2026-03-28,2,0.15
O01493,C0278,P0004,2026-02-24,1,0.15
O01494,C0136,P0028,2026-05-22,1,0.15
O01495,C0320,P0096,2025-07-02,2,0.0
O01496,C0098,P0050,2025-08-22,3,0.2
O01497,C0345,P0058,2026-03-08,3,0.2
O01498,C0321,P0020,2025-10-27,1,0.1
O01499,C0343,P0038,2025-12-12,4,0.2
O01500,C0440,P0100,2025-01-17,1,0.15
O01501,C0409,P0054,2026-05-15,1,0.2
O01502,C0361,P0088,2025-03-30,4,0.0
O01503,C0150,P0040,2025-11-24,3,0.0
O01504,C0398,P0068,2025-09-18,2,0.05
O01505,C0002,P0082,2025-03-02,1,0.2
O01506,C0189,P0027,2025-09-09,4,0.15
O01507,C0155,P0058,2025-03-10,3,0.0
O01508,C0018,P0008,2025-10-18,4,0.2
O01509,C0179,P0033,2026-04-17,2,0.2
O01510,C0301,P0004,2026-01-06,2,0.05
O01511,C0103,P0030,2025-12-08,3,0.05
O01512,C0157,P0026,2025-12-16,4,0.15
O01513,C0439,P0066,2025-06-28,3,0.05
O01514,C0412,P0010,2025-03-12,1,0.0
O01515,C0421,P0043,2025-02-21,1,0.2
O01516,C0016,P0049,2025-08-26,1,0.05
O01517,C0028,P0088,2025-01-06,1,0.1
O01518,C0082,P0072,2025-07-07,3,0.05
O01519,C0286,P0007,2025-01-26,4,0.2
O01520,C0437,P0031,2025-11-24,3,0.0
O01521,C0266,P0095,2025-11-12,1,0.05
O01522,C0465,P0060,2026-01-11,4,0.05
O01523,C0032,P0080,2026-03-24,3,0.15
O01524,C0103,P0052,2025-02-07,3,0.1
O01525,C0372,P0012,2025-01-13,4,0.1
O01526,C0100,P0088,2025-01-21,1,0.15
O01527,C0056,P0013,2025-05-09,3,0.15
O01528,C0124,P0033,2025-11-26,3,0.0
O01529,C0408,P0045,2026-01-31,1,0.1
O01530,C0073,P0073,2025-02-19,3,0.15
O01531,C0314,P0029,2026-04-05,1,0.2
O01532,C0220,P0020,2025-04-05,1,0.15
O01533,C0330,P0074,2026-05-20,2,0.05
O01534,C0010,P0090,2025-09-28,2,0.1
O01535,C0056,P0009,2026-05-15,2,0.1
O01536,C0098,P0068,2025-04-11,2,0.15
O01537,C0180,P0065,2025-11-28,4,0.15
O01538,C0201,P0005,2026-04-15,4,0.1
O01539,C0480,P0057,2025-09-22,4,0.05
O01540,C0315,P0060,2025-05-11,1,0.05
O01541,C0209,P0008,2026-04-29,1,0.0
O01542,C0416,P0044,2025-03-30,2,0.0
O01543,C0424,P0052,2025-09-11,4,0.2
O01544,C0454,P0054,2025-02-17,2,0.2
O01545,C0201,P0052,2026-05-01,3,0.2
O01546,C0220,P0026,2025-09-03,1,0.0
O01547,C0405,P0082,2025-02-06,1,0.0
O01548,C0429,P0007,2025-04-17,2,0.1
O01549,C0307,P0004,2026-04-21,2,0.1
O01550,C0266,P0006,2025-08-16,4,0.2
O01551,C0271,P0068,2025-03-27,3,0.2
O01552,C0028,P0091,2025-02-25,2,0.05
O01553,C0183,P0012,2026-06-21,4,0.1
O01554,C0408,P0079,2025-04-27,1,0.2
O01555,C0498,P0017,2025-04-21,1,0.1
O01556,C0478,P0010,2026-02-06,2,0.2
O01557,C0107,P0100,2025-06-03,1,0.05
O01558,C0113,P0027,2026-04-04,4,0.15
O01559,C0307,P0027,2026-04-12,3,0.05
O01560,C0386,P0035,2025-09-10,3,0.2
O01561,C0285,P0004,2026-06-23,3,0.05
O01562,C0488,P0060,2026-04-05,4,0.2
O01563,C0209,P0093,2025-01-22,3,0.15
O01564,C0310,P0066,2025-12-16,2,0.05
O01565,C0171,P0045,2025-05-17,4,0.0
O01566,C0209,P0085,2025-05-17,4,0.2
O01567,C0015,P0004,2025-05-30,3,0.2
O01568,C0363,P0018,2025-11-29,2,0.05
O01569,C0138,P0012,2025-02-24,3,0.1
O01570,C0079,P0051,2025-07-19,1,0.05
O01571,C0079,P0041,2026-06-30,2,0.2
O01572,C0406,P0009,2026-02-22,4,0.0
O01573,C0110,P0034,2025-02-22,2,0.0
O01574,C0354,P0005,2026-06-17,1,0.15
O01575,C0062,P0047,2026-03-29,3,0.0
O01576,C0195,P0037,2025-06-25,2,0.15
O01577,C0453,P0039,2025-08-18,2,0.1
O01578,C0351,P0030,2025-10-15,4,0.2
O01579,C0194,P0082,2025-02-23,3,0.0
O01580,C0085,P0095,2025-01-23,1,0.05
O01581,C0004,P0032,2026-03-13,4,0.15
O01582,C0378,P0063,2025-08-14,4,0.15
O01583,C0080,P0069,2026-03-10,2,0.15
O01584,C0292,P0011,2025-01-08,1,0.0
O01585,C0013,P0077,2025-04-04,4,0.2
O01586,C0260,P0034,2026-03-02,3,0.0
O01587,C0440,P0017,2025-11-10,4,0.1
O01588,C0172,P0070,2025-09-07,1,0.15
O01589,C0358,P0086,2026-01-02,4,0.1
O01590,C0336,P0029,2025-10-11,4,0.05
O01591,C0318,P0003,2026-03-22,4,0.05
O01592,C0179,P0035,2026-03-11,1,0.0
O01593,C0028,P0040,2025-07-19,4,0.15
O01594,C0150,P0033,2026-01-18,2,0.05
O01595,C0153,P0081,2026-06-27,4,0.1
O01596,C0438,P0088,2026-05-04,1,0.2
O01597,C0413,P0077,2025-01-01,2,0.1
O01598,C0412,P0076,2025-04-22,4,0.2
O01599,C0437,P0069,2025-03-16,4,0.15
O01600,C0153,P0016,2025-12-22,2,0.05
O01601,C0290,P0033,2025-04-16,3,0.15
O01602,C0034,P0069,2026-06-13,4,0.2
O01603,C0411,P0080,2025-07-22,1,0.15
O01604,C0176,P0028,2026-01-03,3,0.2
O01605,C0484,P0096,2026-02-07,1,0.2
O01606,C0141,P0089,2026-03-15,1,0.2
O01607,C0311,P0046,2025-12-07,2,0.15
O01608,C0177,P0069,2026-05-17,4,0.0
O01609,C0006,P0021,2026-05-14,1,0.15
O01610,C0019,P0084,2025-08-09,1,0.0
O01611,C0359,P0013,2025-01-10,3,0.2
O01612,C0336,P0085,2026-04-21,3,0.15
O01613,C0410,P0078,2025-02-20,1,0.0
O01614,C0134,P0077,2025-05-28,4,0.2
O01615,C0400,P0009,2026-01-20,1,0.05
O01616,C0043,P0002,2026-05-09,4,0.1
O01617,C0451,P0067,2025-11-26,1,0.05
O01618,C0201,P0094,2025-12-15,4,0.0
O01619,C0237,P0071,2025-04-01,2,0.1
O01620,C0308,P0051,2026-03-03,4,0.05
O01621,C0038,P0048,2026-02-05,1,0.05
O01622,C0478,P0071,2025-12-14,1,0.15
O01623,C0017,P0087,2026-04-20,4,0.1
O01624,C0203,P0046,2026-03-31,3,0.05
O01625,C0358,P0100,2025-10-25,1,0.1
O01626,C0430,P0077,2026-06-04,3,0.0
O01627,C0377,P0002,2025-04-21,2,0.1
O01628,C0404,P0022,2025-06-13,2,0.2
O01629,C0041,P0082,2025-01-16,4,0.0
O01630,C0275,P0056,2026-03-16,3,0.2
O01631,C0131,P0009,2026-06-08,4,0.15
O01632,C0490,P0054,2026-01-28,3,0.1
O01633,C0162,P0038,2026-02-11,2,0.0
O01634,C0353,P0072,2025-03-22,2,0.05
O01635,C0495,P0087,2025-05-24,3,0.15
O01636,C0468,P0074,2025-01-22,4,0.2
O01637,C0011,P0094,2025-08-19,2,0.1
O01638,C0144,P0039,2026-01-04,2,0.2
O01639,C0458,P0038,2026-01-07,1,0.0
O01640,C0098,P0076,2025-12-09,2,0.2
O01641,C0070,P0070,2026-03-31,2,0.05
O01642,C0289,P0098,2025-01-09,3,0.1
O01643,C0351,P0076,2025-02-08,3,0.2
O01644,C0014,P0007,2025-10-18,2,0.15
O01645,C0369,P0100,2026-03-06,4,0.1
O01646,C0212,P0056,2025-08-13,4,0.1
O01647,C0323,P0097,2026-04-12,3,0.15
O01648,C0058,P0072,2025-01-28,3,0.1
O01649,C0084,P0088,2025-07-29,4,0.0
O01650,C0281,P0027,2026-03-25,1,0.2
O01651,C0298,P0026,2025-11-23,2,0.05
O01652,C0067,P0084,2026-05-17,3,0.1
O01653,C0265,P0092,2025-01-29,3,0.15
O01654,C0172,P0018,2026-01-10,2,0.2
O01655,C0061,P0013,2025-11-26,4,0.2
O01656,C0144,P0063,2026-06-20,3,0.15
O01657,C0300,P0031,2026-03-23,3,0.15
O01658,C0160,P0054,2026-04-09,1,0.15
O01659,C0196,P0002,2026-02-03,2,0.1
O01660,C0451,P0056,2025-07-04,1,0.2
O01661,C0224,P0030,2025-09-09,4,0.1
O01662,C0185,P0075,2025-01-19,2,0.2
O01663,C0305,P0081,2025-07-03,2,0.2
O01664,C0313,P0006,2025-04-06,1,0.0
O01665,C0280,P0055,2025-08-08,3,0.0
O01666,C0070,P0071,2025-01-05,1,0.1
O01667,C0278,P0090,2025-05-22,4,0.1
O01668,C0011,P0023,2025-03-22,2,0.05
O01669,C0188,P0029,2025-09-11,2,0.15
O01670,C0244,P0040,2025-09-30,3,0.05
O01671,C0270,P0082,2025-07-31,2,0.15
O01672,C0121,P0035,2025-10-09,2,0.15
O01673,C0398,P0079,2026-05-07,3,0.1
O01674,C0415,P0099,2025-06-24,1,0.2
O01675,C0003,P0070,2025-10-30,2,0.2
O01676,C0352,P0053,2025-04-12,2,0.15
O01677,C0483,P0012,2026-02-08,2,0.05
O01678,C0444,P0022,2026-05-08,3,0.2
O01679,C0200,P0001,2025-02-10,3,0.05
O01680,C0420,P0052,2026-05-23,4,0.0
O01681,C0196,P0056,2026-01-24,4,0.15
O01682,C0065,P0023,2026-04-05,1,0.2
O01683,C0434,P0018,2026-03-31,1,0.1
O01684,C0160,P0012,2026-02-19,1,0.15
O01685,C0216,P0066,2025-01-06,2,0.15
O01686,C0161,P0050,2025-04-06,4,0.15
O01687,C0248,P0094,2025-05-02,1,0.15
O01688,C0416,P0056,2026-02-13,4,0.2
O01689,C0059,P0093,2025-01-03,4,0.2
O01690,C0008,P0078,2026-02-25,1,0.05
O01691,C0460,P0019,2026-04-04,1,0.0
O01692,C0102,P0005,2025-01-12,4,0.2
O01693,C0334,P0023,2026-06-29,2,0.2
O01694,C0411,P0075,2026-06-13,1,0.2
O01695,C0462,P0081,2026-04-01,2,0.0
O01696,C0323,P0070,2026-03-27,4,0.0
O01697,C0265,P0043,2025-12-17,3,0.2
O01698,C0194,P0059,2025-04-12,4,0.1
O01699,C0431,P0002,2025-11-11,4,0.2
O01700,C0325,P0055,2025-11-01,1,0.15
O01701,C0208,P0095,2025-08-25,1,0.2
O01702,C0374,P0035,2025-01-10,1,0.0
O01703,C0087,P0045,2026-02-02,4,0.15
O01704,C0060,P0004,2026-02-20,1,0.1
O01705,C0070,P0062,2025-10-18,4,0.05
O01706,C0495,P0060,2025-10-25,4,0.1
O01707,C0090,P0051,2026-04-09,3,0.15
O01708,C0389,P0088,2026-06-16,2,0.1
O01709,C0226,P0083,2025-07-29,4,0.2
O01710,C0152,P0049,2026-02-22,2,0.05
O01711,C0214,P0069,2025-05-07,3,0.15
O01712,C0412,P0079,2025-12-11,2,0.05
O01713,C0137,P0090,2026-01-03,3,0.0
O01714,C0454,P0098,2025-05-15,1,0.15
O01715,C0462,P0095,2025-01-02,1,0.15
O01716,C0199,P0069,2026-03-16,1,0.05
O01717,C0074,P0023,2025-01-12,3,0.15
O01718,C0148,P0047,2025-06-12,2,0.05
O01719,C0153,P0062,2025-09-20,1,0.0
O01720,C0086,P0031,2026-06-10,3,0.15
O01721,C0489,P0033,2026-05-20,1,0.1
O01722,C0324,P0078,2026-04-20,3,0.0
O01723,C0303,P0082,2025-12-23,4,0.2
O01724,C0081,P0089,2025-01-16,4,0.0
O01725,C0046,P0052,2025-07-03,4,0.15
O01726,C0478,P0076,2025-09-17,3,0.2
O01727,C0491,P0073,2026-01-16,4,0.2
O01728,C0013,P0038,2026-06-12,3,0.2
O01729,C0330,P0094,2026-05-11,2,0.15
O01730,C0338,P0035,2025-12-24,3,0.2
O01731,C0122,P0095,2025-05-03,1,0.2
O01732,C0182,P0015,2025-11-13,3,0.05
O01733,C0035,P0025,2025-03-10,4,0.1
O01734,C0461,P0092,2026-06-17,1,0.05
O01735,C0236,P0013,2026-03-14,2,0.0
O01736,C0365,P0091,2025-12-23,4,0.15
O01737,C0264,P0007,2026-01-10,1,0.15
O01738,C0492,P0078,2026-02-24,1,0.15
O01739,C0263,P0084,2025-04-27,4,0.1
O01740,C0336,P0053,2025-11-05,4,0.05
O01741,C0029,P0075,2026-02-23,2,0.0
O01742,C0123,P0010,2026-04-02,1,0.05
O01743,C0244,P0011,2026-03-29,1,0.0
O01744,C0105,P0078,2025-08-01,2,0.05
O01745,C0484,P0065,2026-04-06,1,0.1
O01746,C0092,P0006,2026-05-10,4,0.2
O01747,C0098,P0079,2026-06-10,4,0.0
O01748,C0241,P0063,2025-07-26,1,0.05
O01749,C0430,P0088,2025-07-18,2,0.1
O01750,C0480,P0062,2025-03-03,4,0.15
O01751,C0436,P0042,2025-02-01,4,0.1
O01752,C0407,P0095,2026-03-20,4,0.0
O01753,C0177,P0035,2026-05-13,4,0.1
O01754,C0432,P0075,2026-03-02,1,0.1
O01755,C0265,P0065,2026-02-28,3,0.2
O01756,C0230,P0010,2026-03-30,3,0.2
O01757,C0207,P0075,2025-06-09,2,0.15
O01758,C0115,P0097,2025-05-05,1,0.0
O01759,C0252,P0065,2025-08-20,2,0.1
O01760,C0232,P0059,2025-08-15,2,0.05
O01761,C0379,P0045,2025-05-27,1,0.05
O01762,C0042,P0098,2025-05-23,2,0.05
O01763,C0472,P0097,2025-03-27,1,0.05
O01764,C0376,P0041,2025-02-19,4,0.1
O01765,C0085,P0008,2025-09-24,4,0.1
O01766,C0130,P0072,2026-01-02,2,0.05
O01767,C0415,P0041,2025-04-06,4,0.2
O01768,C0259,P0058,2026-06-16,1,0.1
O01769,C0459,P0016,2025-05-29,4,0.0
O01770,C0167,P0037,2025-09-04,3,0.15
O01771,C0139,P0086,2026-01-24,1,0.15
O01772,C0314,P0018,2026-03-18,2,0.0
O01773,C0043,P0076,2025-07-14,3,0.2
O01774,C0027,P0057,2025-06-15,4,0.0
O01775,C0120,P0072,2025-03-21,3,0.1
O01776,C0140,P0015,2026-04-19,3,0.05
O01777,C0228,P0048,2025-01-17,4,0.2
O01778,C0315,P0001,2025-08-15,1,0.0
O01779,C0465,P0028,2025-07-25,1,0.2
O01780,C0279,P0041,2025-10-19,2,0.0
O01781,C0215,P0016,2025-02-18,4,0.05
O01782,C0316,P0027,2025-04-08,3,0.0
O01783,C0301,P0002,2025-11-20,4,0.1
O01784,C0035,P0054,2025-01-22,1,0.1
O01785,C0119,P0014,2026-05-26,2,0.2
O01786,C0453,P0094,2025-09-20,2,0.1
O01787,C0020,P0004,2025-08-05,3,0.05
O01788,C0378,P0095,2026-03-08,2,0.2
O01789,C0173,P0082,2026-06-07,1,0.1
O01790,C0211,P0027,2025-11-20,3,0.0
O01791,C0336,P0085,2025-01-26,2,0.0
O01792,C0135,P0047,2026-05-29,2,0.05
O01793,C0371,P0011,2025-10-27,2,0.05
O01794,C0286,P0084,2025-12-29,2,0.2
O01795,C0230,P0037,2025-02-14,1,0.1
O01796,C0184,P0003,2026-04-15,1,0.15
O01797,C0462,P0077,2026-02-27,3,0.2
O01798,C0437,P0029,2025-06-16,4,0.1
O01799,C0323,P0091,2025-07-06,4,0.1
O01800,C0336,P0030,2025-04-12,4,0.0
